CATEGORICAL PREPROCESSING__pca0,CATEGORICAL PREPROCESSING__pca1,NUMERICAL PREPROCESSING__pca0
-0.07010082901366134,-0.4250737309364613,1.531184939106103
-0.07010082901366134,-0.4250737309364613,-1.190544583180447
0.5870390885954281,-1.0822136485452423,-0.2057733560258591
0.5870390885954281,-1.0822136485452423,-1.0618810057632648
0.5303454373774773,1.489652370673138,-0.9530118248718028
1.215832180595542,-0.45342055654483304,-0.2997967395230309
-1.3843806642318401,0.8892061042811005,1.1847829999059964
0.5303454373774773,1.489652370673138,0.3138295527743004
1.8446252725956562,0.17537253545557616,0.1703201779628278
1.8446252725956562,0.17537253545557616,-1.2152875788375976
-0.7272407466227508,0.2320661866723196,-0.6313528813288469
-1.3560338386228648,-0.3967269053280895,1.1847829999059964
-1.3843806642318401,0.8892061042811005,-0.6313528813288469
-0.7555875722317262,1.5179991962815096,-0.6313528813288469
-0.7272407466227508,0.2320661866723196,1.3530353703746196
1.1874853549865667,0.8325124530643571,1.1303484094602656
-0.7272407466227508,0.2320661866723196,0.9818904355173627
0.5870390885954281,-1.0822136485452423,1.5509793356318233
-0.09844765462263678,0.8608592786727288,0.5167221171629341
-1.3276870130138896,-1.6826599149372798,1.2342689912202973
-0.7272407466227508,0.2320661866723196,1.6647971156547152
-0.7272407466227508,0.2320661866723196,0.9175586468087715
0.5303454373774773,1.489652370673138,0.9868390346487927
0.5303454373774773,1.489652370673138,-0.9134230318203621
0.5870390885954281,-1.0822136485452423,0.566208108477235
-0.07010082901366134,-0.4250737309364613,0.9373530433344919
-0.7272407466227508,0.2320661866723196,0.2198061692771287
-0.07010082901366134,-0.4250737309364613,0.6948716858944174
-0.7272407466227508,0.2320661866723196,0.20001177275140836
0.5303454373774773,1.489652370673138,-0.6659930752488575
-0.7555875722317262,1.5179991962815096,-1.561689518037704
1.215832180595542,-0.45342055654483304,0.29898375538001015
0.5870390885954281,-1.0822136485452423,1.3530353703746196
-0.12679448023161205,2.1467922882819193,1.2590119868774479
-0.09844765462263678,0.8608592786727288,0.6948716858944174
0.5586922629864526,0.20371936106394786,-0.24536214907729983
0.5303454373774773,1.489652370673138,-0.8589884413746312
-1.9848269306229789,-1.025519997328499,-0.2651565456030202
1.2441790062045177,-1.7393535661540234,-1.0668296048946948
-0.12679448023161205,2.1467922882819193,0.7888950693915892
-0.7272407466227508,0.2320661866723196,0.35836694495717125
-0.09844765462263678,0.8608592786727288,0.5958997032658155
0.5870390885954281,-1.0822136485452423,0.9818904355173627
1.1874853549865667,0.8325124530643571,-0.5818668900145461
-0.09844765462263678,0.8608592786727288,-0.41361451954592293
-0.07010082901366134,-0.4250737309364613,-1.7447876859006173
-1.9848269306229789,-1.025519997328499,1.2045773964317168
0.5870390885954281,-1.0822136485452423,0.234651966671419
